File,Diameter (mm),Velocity (mm/s),Coverage (%),Weld Radius (mm),Weld Height (mm),Weld Half-width (mm),Depth (mm),S11 (Mpa),S22 (Mpa),S33 (Mpa),S11-S22 (Mpa)
calc22,0.4,70000,200,0.6,1.8,7.0,0.0549,-312.191,-9.36557,-367.338,-302.82543
calc22,0.4,70000,200,0.6,1.8,7.0,0.0686,-348.735,-14.5338,-392.219,-334.2012
calc22,0.4,70000,200,0.6,1.8,7.0,0.0824,-368.523,-20.8233,-399.368,-347.6997
calc22,0.4,70000,200,0.6,1.8,7.0,0.0961,-379.708,-27.8132,-398.84,-351.8948
calc22,0.4,70000,200,0.6,1.8,7.0,0.11,-383.787,-34.1391,-393.023,-349.6479
calc22,0.4,70000,200,0.6,1.8,7.0,0.124,-382.43,-39.1421,-385.039,-343.2879
calc22,0.4,70000,200,0.6,1.8,7.0,0.137,-374.901,-43.9586,-374.749,-330.9424
calc22,0.4,70000,200,0.6,1.8,7.0,0.151,-363.729,-47.1547,-361.47,-316.5743
calc22,0.4,70000,200,0.6,1.8,7.0,0.165,-347.462,-49.4509,-344.106,-298.0111
calc22,0.4,70000,200,0.6,1.8,7.0,0.178,-324.157,-51.7505,-319.836,-272.4065
calc22,0.4,70000,200,0.6,1.8,7.0,0.192,-297.12,-52.6939,-292.412,-244.4261
calc22,0.4,70000,200,0.6,1.8,7.0,0.206,-263.011,-53.8,-258.723,-209.211
calc22,0.4,70000,200,0.6,1.8,7.0,0.22,-227.027,-53.4392,-223.723,-173.5878
calc22,0.4,70000,200,0.6,1.8,7.0,0.233,-188.551,-53.2789,-189.832,-135.2721
calc22,0.4,70000,200,0.6,1.8,7.0,0.247,-149.099,-51.7081,-155.536,-97.3909
calc22,0.4,70000,200,0.6,1.8,7.0,0.261,-114.156,-50.3659,-128.556,-63.7901
calc22,0.4,70000,200,0.6,1.8,7.0,0.275,-79.1949,-48.0592,-102.343,-31.1357
calc22,0.4,70000,200,0.6,1.8,7.0,0.288,-49.8498,-45.8811,-81.3266,-3.9687
calc22,0.4,70000,200,0.6,1.8,7.0,0.302,-23.0988,-43.2417,-63.0616,20.1429
calc22,0.4,70000,200,0.6,1.8,7.0,0.316,1.645848,-40.5989,-46.0977,42.244748
calc22,0.4,70000,200,0.6,1.8,7.0,0.329,20.83175,-37.8193,-33.0469,58.65105
calc22,0.4,70000,200,0.6,1.8,7.0,0.343,39.74152,-35.0379,-20.1377,74.77942
calc22,0.4,70000,200,0.6,1.8,7.0,0.357,54.25615,-32.1912,-9.53541,86.44735
calc22,0.4,70000,200,0.6,1.8,7.0,0.371,66.08444,-29.4688,-0.35376,95.55324
calc22,0.4,70000,200,0.6,1.8,7.0,0.384,77.77675,-26.823,8.761483,104.59975
calc22,0.4,70000,200,0.6,1.8,7.0,0.398,84.17438,-24.1426,14.78761,108.31698
calc22,0.4,70000,200,0.6,1.8,7.0,0.412,89.45709,-21.7985,20.15367,111.25559
calc22,0.4,70000,200,0.6,1.8,7.0,0.426,94.71249,-19.5242,25.5166,114.23669
calc22,0.4,70000,200,0.6,1.8,7.0,0.439,96.12639,-17.2423,27.97712,113.36869
calc22,0.4,70000,200,0.6,1.8,7.0,0.453,96.67649,-15.3966,29.78635,112.07309
calc22,0.4,70000,200,0.6,1.8,7.0,0.467,97.24258,-13.6395,31.61122,110.88208
calc22,0.4,70000,200,0.6,1.8,7.0,0.48,96.09138,-11.8891,31.99694,107.98048
calc22,0.4,70000,200,0.6,1.8,7.0,0.494,93.70685,-10.4479,31.35952,104.15475
calc22,0.4,70000,200,0.6,1.8,7.0,0.508,91.34746,-9.21781,30.7348,100.56527
calc22,0.4,70000,200,0.6,1.8,7.0,0.522,88.92326,-7.9977,30.04618,96.92096
calc22,0.4,70000,200,0.6,1.8,7.0,0.535,85.97141,-6.82171,28.84069,92.79312
calc22,0.4,70000,200,0.6,1.8,7.0,0.549,83.05115,-6.03271,27.64802,89.08386
calc22,0.4,70000,200,0.6,1.8,7.0,0.563,80.10573,-5.25112,26.4449,85.35685
calc22,0.4,70000,200,0.6,1.8,7.0,0.577,77.37532,-4.46401,25.33875,81.83933
calc22,0.4,70000,200,0.6,1.8,7.0,0.59,74.94096,-3.80517,24.37182,78.74613
calc22,0.4,70000,200,0.6,1.8,7.0,0.604,72.53279,-3.35638,23.41483,75.88917
calc22,0.4,70000,200,0.6,1.8,7.0,0.618,70.1044,-2.91152,22.44984,73.01592
calc22,0.4,70000,200,0.6,1.8,7.0,0.631,68.13196,-2.46465,21.66884,70.59661
calc22,0.4,70000,200,0.6,1.8,7.0,0.645,67.06179,-2.11662,21.25219,69.17841
calc22,0.4,70000,200,0.6,1.8,7.0,0.659,65.95833,-1.96291,20.82118,67.92124
calc22,0.4,70000,200,0.6,1.8,7.0,0.673,64.89407,-1.81275,20.40788,66.70682
calc22,0.4,70000,200,0.6,1.8,7.0,0.686,63.7826,-1.65614,19.97288,65.43874
calc23,0.4,70000,200,0.6,1.8,8.0,0.0,-43.8828,-22.3308,-126.362,-21.552
calc23,0.4,70000,200,0.6,1.8,8.0,0.0137,-82.8158,-5.0235,-173.489,-77.7923
calc23,0.4,70000,200,0.6,1.8,8.0,0.0275,-157.554,-35.5074,-252.804,-122.0466
calc23,0.4,70000,200,0.6,1.8,8.0,0.0412,-235.027,-5.89765,-397.612,-229.12935
calc23,0.4,70000,200,0.6,1.8,8.0,0.0549,-291.867,-9.43937,-388.017,-282.42763
calc23,0.4,70000,200,0.6,1.8,8.0,0.0686,-324.102,-13.8508,-375.574,-310.2512
calc23,0.4,70000,200,0.6,1.8,8.0,0.0824,-341.46,-17.3342,-372.161,-324.1258
calc23,0.4,70000,200,0.6,1.8,8.0,0.0961,-347.788,-19.6441,-366.493,-328.1439
calc23,0.4,70000,200,0.6,1.8,8.0,0.11,-346.582,-22.1937,-383.438,-324.3883
calc23,0.4,70000,200,0.6,1.8,8.0,0.124,-341.017,-23.8793,-362.177,-317.1377
calc23,0.4,70000,200,0.6,1.8,8.0,0.137,-333.466,-24.9492,-352.364,-308.5168
calc23,0.4,70000,200,0.6,1.8,8.0,0.151,-323.453,-26.3024,-347.685,-297.1506
calc23,0.4,70000,200,0.6,1.8,8.0,0.165,-310.311,-26.6361,-324.99,-283.6749
calc23,0.4,70000,200,0.6,1.8,8.0,0.178,-287.809,-27.4011,-311.663,-260.4079
calc23,0.4,70000,200,0.6,1.8,8.0,0.192,-261.652,-27.232,-287.562,-234.42
calc23,0.4,70000,200,0.6,1.8,8.0,0.206,-224.974,-27.4077,-256.34,-197.5663
calc23,0.4,70000,200,0.6,1.8,8.0,0.22,-187.429,-26.8035,-222.676,-160.6255
calc23,0.4,70000,200,0.6,1.8,8.0,0.233,-149.793,-26.4267,-187.933,-123.3663
calc23,0.4,70000,200,0.6,1.8,8.0,0.247,-112.55,-25.5203,-153.423,-87.0297
calc23,0.4,70000,200,0.6,1.8,8.0,0.261,-80.7465,-24.7378,-124.223,-56.0087
calc23,0.4,70000,200,0.6,1.8,8.0,0.275,-49.9706,-23.6389,-98.7973,-26.3317
calc23,0.4,70000,200,0.6,1.8,8.0,0.288,-24.5054,-22.574,-76.7692,-1.9314
calc23,0.4,70000,200,0.6,1.8,8.0,0.302,-2.24318,-21.3589,-62.3446,19.11572
calc23,0.4,70000,200,0.6,1.8,8.0,0.316,18.03357,-20.0942,-46.0919,38.12777
calc23,0.4,70000,200,0.6,1.8,8.0,0.329,31.46714,-18.7484,-38.518,50.21554
calc23,0.4,70000,200,0.6,1.8,8.0,0.343,44.78017,-17.4,-29.8401,62.18017
calc23,0.4,70000,200,0.6,1.8,8.0,0.357,54.92006,-16.036,-20.8242,70.95606
calc23,0.4,70000,200,0.6,1.8,8.0,0.371,63.19091,-14.6333,-13.2332,77.82421
calc23,0.4,70000,200,0.6,1.8,8.0,0.384,71.30466,-13.3271,-5.07073,84.63176
calc23,0.4,70000,200,0.6,1.8,8.0,0.398,76.19157,-12.0449,-0.20173,88.23647
calc23,0.4,70000,200,0.6,1.8,8.0,0.412,80.39533,-10.7479,7.042951,91.14323
calc23,0.4,70000,200,0.6,1.8,8.0,0.426,84.50422,-9.61254,11.95257,94.11676
calc23,0.4,70000,200,0.6,1.8,8.0,0.439,86.16086,-8.52081,14.48776,94.68167
calc23,0.4,70000,200,0.6,1.8,8.0,0.453,87.27662,-7.41951,19.06544,94.69613
calc23,0.4,70000,200,0.6,1.8,8.0,0.467,88.32105,-6.44104,21.23653,94.76209
calc23,0.4,70000,200,0.6,1.8,8.0,0.48,88.11846,-5.55071,22.82764,93.66917
calc23,0.4,70000,200,0.6,1.8,8.0,0.494,87.01934,-4.65726,24.55067,91.6766
calc23,0.4,70000,200,0.6,1.8,8.0,0.508,85.86521,-3.79022,25.19003,89.65543
calc23,0.4,70000,200,0.6,1.8,8.0,0.522,84.58691,-3.1199,26.13406,87.70681
calc23,0.4,70000,200,0.6,1.8,8.0,0.535,82.16919,-2.4546,25.339,84.62379
calc23,0.4,70000,200,0.6,1.8,8.0,0.549,79.68149,-1.78263,25.52415,81.46412
calc23,0.4,70000,200,0.6,1.8,8.0,0.563,77.25865,-1.20358,24.60002,78.46223
calc23,0.4,70000,200,0.6,1.8,8.0,0.577,74.75702,-0.76561,24.74121,75.52263
calc23,0.4,70000,200,0.6,1.8,8.0,0.59,72.29606,-0.33493,23.83793,72.63099
calc23,0.4,70000,200,0.6,1.8,8.0,0.604,69.78743,0.101443,23.06025,69.685987
calc23,0.4,70000,200,0.6,1.8,8.0,0.618,67.30906,0.442613,21.75456,66.866447
calc23,0.4,70000,200,0.6,1.8,8.0,0.631,65.24701,0.609181,21.39354,64.637829
calc23,0.4,70000,200,0.6,1.8,8.0,0.645,64.08941,0.77485,20.71522,63.31456
calc23,0.4,70000,200,0.6,1.8,8.0,0.659,62.92225,0.937539,20.28764,61.984711
calc23,0.4,70000,200,0.6,1.8,8.0,0.673,61.75205,1.106814,19.78789,60.645236
